<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDCB;D;221022;000000;61.5018;61.5018;61.5018;61.5018;0
USDCB;D;221023;000000;61.1958;61.1958;61.1958;61.1958;0
USDCB;D;221026;000000;61.1629;61.1629;61.1629;61.1629;0
USDCB;D;221027;000000;61.3326;61.3326;61.3326;61.3326;0
USDCB;D;221028;000000;61.4277;61.4277;61.4277;61.4277;0
USDCB;D;221029;000000;61.3589;61.3589;61.3589;61.3589;0
USDCB;D;221030;000000;61.5343;61.5343;61.5343;61.5343;0
USDCB;D;221102;000000;61.6229;61.6229;61.6229;61.6229;0
USDCB;D;221103;000000;61.4275;61.4275;61.4275;61.4275;0
USDCB;D;221104;000000;61.6175;61.6175;61.6175;61.6175;0
USDCB;D;221105;000000;62.0955;62.0955;62.0955;62.0955;0
USDCB;D;221109;000000;61.2367;61.2367;61.2367;61.2367;0
USDCB;D;221110;000000;60.9774;60.9774;60.9774;60.9774;0
USDCB;D;221111;000000;61.0611;61.0611;61.0611;61.0611;0
USDCB;D;221112;000000;61.2434;61.2434;61.2434;61.2434;0
USDCB;D;221113;000000;60.2179;60.2179;60.2179;60.2179;0
USDCB;D;221116;000000;60.3982;60.3982;60.3982;60.3982;0
USDCB;D;221117;000000;60.3116;60.3116;60.3116;60.3116;0
USDCB;D;221118;000000;60.3484;60.3484;60.3484;60.3484;0
USDCB;D;221119;000000;60.3894;60.3894;60.3894;60.3894;0
USDCB;D;221120;000000;60.3741;60.3741;60.3741;60.3741;0
USDCB;D;221123;000000;60.7379;60.7379;60.7379;60.7379;0
USDCB;D;221124;000000;60.6566;60.6566;60.6566;60.6566;0
USDCB;D;221125;000000;60.5043;60.5043;60.5043;60.5043;0
USDCB;D;221126;000000;60.3866;60.3866;60.3866;60.3866;0
USDCB;D;221127;000000;60.4797;60.4797;60.4797;60.4797;0
USDCB;D;221130;000000;60.752;60.752;60.752;60.752;0
USDCB;D;221201;000000;61.0742;61.0742;61.0742;61.0742;0
USDCB;D;221202;000000;60.8803;60.8803;60.8803;60.8803;0
USDCB;D;221203;000000;61.1479;61.1479;61.1479;61.1479;0
USDCB;D;221204;000000;61.7749;61.7749;61.7749;61.7749;0
USDCB;D;221207;000000;62.1849;62.1849;62.1849;62.1849;0
USDCB;D;221208;000000;62.9103;62.9103;62.9103;62.9103;0
USDCB;D;221209;000000;62.9372;62.9372;62.9372;62.9372;0
USDCB;D;221210;000000;62.5722;62.5722;62.5722;62.5722;0
USDCB;D;221211;000000;62.3813;62.3813;62.3813;62.3813;0
USDCB;D;221214;000000;62.7674;62.7674;62.7674;62.7674;0
USDCB;D;221215;000000;63.212;63.212;63.212;63.212;0
USDCB;D;221216;000000;63.359;63.359;63.359;63.359;0
USDCB;D;221217;000000;64.3015;64.3015;64.3015;64.3015;0
USDCB;D;221218;000000;64.6078;64.6078;64.6078;64.6078;0
USDCB;D;221221;000000;66.3474;66.3474;66.3474;66.3474;0
USDCB;D;221222;000000;69.0037;69.0037;69.0037;69.0037;0
USDCB;D;221223;000000;70.5256;70.5256;70.5256;70.5256;0
USDCB;D;221224;000000;72.1306;72.1306;72.1306;72.1306;0
USDCB;D;221225;000000;68.676;68.676;68.676;68.676;0
USDCB;D;221228;000000;68.4487;68.4487;68.4487;68.4487;0
USDCB;D;221229;000000;69.9346;69.9346;69.9346;69.9346;0
USDCB;D;221230;000000;71.3261;71.3261;71.3261;71.3261;0
USDCB;D;221231;000000;71.9778;71.9778;71.9778;71.9778;0
USDCB;D;230101;000000;70.3375;70.3375;70.3375;70.3375;0
USDCB;D;230111;000000;70.3002;70.3002;70.3002;70.3002;0
USDCB;D;230112;000000;69.6094;69.6094;69.6094;69.6094;0
USDCB;D;230113;000000;69.0202;69.0202;69.0202;69.0202;0
USDCB;D;230114;000000;67.7775;67.7775;67.7775;67.7775;0
USDCB;D;230115;000000;67.5744;67.5744;67.5744;67.5744;0
USDCB;D;230118;000000;68.2892;68.2892;68.2892;68.2892;0
USDCB;D;230119;000000;68.6644;68.6644;68.6644;68.6644;0
USDCB;D;230120;000000;68.8728;68.8728;68.8728;68.8728;0
USDCB;D;230121;000000;68.8467;68.8467;68.8467;68.8467;0
USDCB;D;230122;000000;68.6656;68.6656;68.6656;68.6656;0
USDCB;D;230125;000000;68.6288;68.6288;68.6288;68.6288;0
USDCB;D;230126;000000;68.7529;68.7529;68.7529;68.7529;0
USDCB;D;230127;000000;68.9573;68.9573;68.9573;68.9573;0
USDCB;D;230128;000000;69.1263;69.1263;69.1263;69.1263;0
USDCB;D;230129;000000;69.3372;69.3372;69.3372;69.3372;0
USDCB;D;230201;000000;69.5927;69.5927;69.5927;69.5927;0
USDCB;D;230202;000000;70.5174;70.5174;70.5174;70.5174;0
USDCB;D;230203;000000;70.1217;70.1217;70.1217;70.1217;0
USDCB;D;230204;000000;70.0414;70.0414;70.0414;70.0414;0
USDCB;D;230205;000000;70.3847;70.3847;70.3847;70.3847;0
USDCB;D;230208;000000;70.5991;70.5991;70.5991;70.5991;0
USDCB;D;230209;000000;70.8924;70.8924;70.8924;70.8924;0
USDCB;D;230210;000000;71.5763;71.5763;71.5763;71.5763;0
USDCB;D;230211;000000;72.8949;72.8949;72.8949;72.8949;0
USDCB;D;230212;000000;72.7923;72.7923;72.7923;72.7923;0
USDCB;D;230215;000000;73.6307;73.6307;73.6307;73.6307;0
USDCB;D;230216;000000;73.8645;73.8645;73.8645;73.8645;0
USDCB;D;230217;000000;74.2077;74.2077;74.2077;74.2077;0
USDCB;D;230218;000000;74.7638;74.7638;74.7638;74.7638;0
USDCB;D;230219;000000;74.7588;74.7588;74.7588;74.7588;0
USDCB;D;230222;000000;74.0432;74.0432;74.0432;74.0432;0
USDCB;D;230223;000000;74.8596;74.8596;74.8596;74.8596;0
USDCB;D;230224;000000;74.7087;74.7087;74.7087;74.7087;0
USDCB;D;230301;000000;75.4323;75.4323;75.4323;75.4323;0
USDCB;D;230302;000000;74.8932;74.8932;74.8932;74.8932;0
USDCB;D;230303;000000;75.2513;75.2513;75.2513;75.2513;0
USDCB;D;230304;000000;75.4729;75.4729;75.4729;75.4729;0
USDCB;D;230305;000000;75.4592;75.4592;75.4592;75.4592;0
USDCB;D;230308;000000;75.4728;75.4728;75.4728;75.4728;0
USDCB;D;230309;000000;75.4577;75.4577;75.4577;75.4577;0
USDCB;D;230311;000000;75.9028;75.9028;75.9028;75.9028;0
USDCB;D;230312;000000;75.9406;75.9406;75.9406;75.9406;0
USDCB;D;230315;000000;75.4609;75.4609;75.4609;75.4609;0
USDCB;D;230316;000000;75.1927;75.1927;75.1927;75.1927;0
USDCB;D;230317;000000;75.7457;75.7457;75.7457;75.7457;0
USDCB;D;230318;000000;76.4095;76.4095;76.4095;76.4095;0
USDCB;D;230319;000000;76.6044;76.6044;76.6044;76.6044;0
USDCB;D;230322;000000;77.2422;77.2422;77.2422;77.2422;0
USDCB;D;230323;000000;76.8373;76.8373;76.8373;76.8373;0
USDCB;D;230324;000000;76.9561;76.9561;76.9561;76.9561;0
USDCB;D;230325;000000;76.3072;76.3072;76.3072;76.3072;0
USDCB;D;230326;000000;76.4479;76.4479;76.4479;76.4479;0
USDCB;D;230329;000000;76.5662;76.5662;76.5662;76.5662;0
USDCB;D;230330;000000;76.5939;76.5939;76.5939;76.5939;0
USDCB;D;230331;000000;76.9781;76.9781;76.9781;76.9781;0
USDCB;D;230401;000000;77.0863;77.0863;77.0863;77.0863;0
USDCB;D;230402;000000;77.3233;77.3233;77.3233;77.3233;0
USDCB;D;230405;000000;77.951;77.951;77.951;77.951;0
USDCB;D;230406;000000;79.3563;79.3563;79.3563;79.3563;0
USDCB;D;230407;000000;79.4961;79.4961;79.4961;79.4961;0
USDCB;D;230408;000000;80.6713;80.6713;80.6713;80.6713;0
USDCB;D;230409;000000;82.3988;82.3988;82.3988;82.3988;0
USDCB;D;230412;000000;81.7441;81.7441;81.7441;81.7441;0
USDCB;D;230413;000000;82.1799;82.1799;82.1799;82.1799;0
USDCB;D;230414;000000;82.0934;82.0934;82.0934;82.0934;0
USDCB;D;230415;000000;81.6758;81.6758;81.6758;81.6758;0
USDCB;D;230416;000000;81.5045;81.5045;81.5045;81.5045;0
USDCB;D;230419;000000;81.6279;81.6279;81.6279;81.6279;0
USDCB;D;230420;000000;81.6028;81.6028;81.6028;81.6028;0
USDCB;D;230421;000000;81.6549;81.6549;81.6549;81.6549;0
USDCB;D;230422;000000;81.6188;81.6188;81.6188;81.6188;0
USDCB;D;230423;000000;81.4863;81.4863;81.4863;81.4863;0
USDCB;D;230426;000000;81.2745;81.2745;81.2745;81.2745;0
USDCB;D;230427;000000;81.5499;81.5499;81.5499;81.5499;0
USDCB;D;230428;000000;81.6274;81.6274;81.6274;81.6274;0
USDCB;D;230429;000000;81.5601;81.5601;81.5601;81.5601;0
USDCB;D;230430;000000;80.5093;80.5093;80.5093;80.5093;0
USDCB;D;230504;000000;79.9609;79.9609;79.9609;79.9609;0
USDCB;D;230505;000000;79.3071;79.3071;79.3071;79.3071;0
USDCB;D;230506;000000;78.6139;78.6139;78.6139;78.6139;0
USDCB;D;230507;000000;76.8207;76.8207;76.8207;76.8207;0
USDCB;D;230512;000000;76.6929;76.6929;76.6929;76.6929;0
USDCB;D;230513;000000;75.8846;75.8846;75.8846;75.8846;0
USDCB;D;230514;000000;77.2041;77.2041;77.2041;77.2041;0
USDCB;D;230517;000000;79.1004;79.1004;79.1004;79.1004;0
USDCB;D;230518;000000;79.9798;79.9798;79.9798;79.9798;0
USDCB;D;230519;000000;80.7642;80.7642;80.7642;80.7642;0
USDCB;D;230520;000000;80.0366;80.0366;80.0366;80.0366;0
USDCB;D;230521;000000;79.9093;79.9093;79.9093;79.9093;0
USDCB;D;230524;000000;79.9379;79.9379;79.9379;79.9379;0
USDCB;D;230525;000000;80.1665;80.1665;80.1665;80.1665;0
USDCB;D;230526;000000;79.9669;79.9669;79.9669;79.9669;0
USDCB;D;230527;000000;79.9841;79.9841;79.9841;79.9841;0
USDCB;D;230528;000000;79.9667;79.9667;79.9667;79.9667;0
USDCB;D;230531;000000;80.0555;80.0555;80.0555;80.0555;0
USDCB;D;230601;000000;80.6872;80.6872;80.6872;80.6872;0
USDCB;D;230602;000000;80.9942;80.9942;80.9942;80.9942;0
USDCB;D;230603;000000;80.9657;80.9657;80.9657;80.9657;0
USDCB;D;230604;000000;80.8756;80.8756;80.8756;80.8756;0
USDCB;D;230607;000000;81.3294;81.3294;81.3294;81.3294;0
USDCB;D;230608;000000;81.2502;81.2502;81.2502;81.2502;0
USDCB;D;230609;000000;81.4581;81.4581;81.4581;81.4581;0
USDCB;D;230610;000000;82.093;82.093;82.093;82.093;0
USDCB;D;230611;000000;82.6417;82.6417;82.6417;82.6417;0
USDCB;D;230615;000000;83.6405;83.6405;83.6405;83.6405;0
USDCB;D;230616;000000;84.3249;84.3249;84.3249;84.3249;0
USDCB;D;230617;000000;83.9611;83.9611;83.9611;83.9611;0
USDCB;D;230618;000000;83.6498;83.6498;83.6498;83.6498;0
USDCB;D;230621;000000;83.9866;83.9866;83.9866;83.9866;0
USDCB;D;230622;000000;84.2336;84.2336;84.2336;84.2336;0
USDCB;D;230623;000000;84.2467;84.2467;84.2467;84.2467;0
USDCB;D;230624;000000;83.6077;83.6077;83.6077;83.6077;0
USDCB;D;230625;000000;84.0793;84.0793;84.0793;84.0793;0
USDCB;D;230628;000000;84.6642;84.6642;84.6642;84.6642;0
USDCB;D;230629;000000;85.0504;85.0504;85.0504;85.0504;0
USDCB;D;230630;000000;85.6192;85.6192;85.6192;85.6192;0
USDCB;D;230701;000000;87.0341;87.0341;87.0341;87.0341;0
USDCB;D;230702;000000;88.3844;88.3844;88.3844;88.3844;0
USDCB;D;230705;000000;89.3255;89.3255;89.3255;89.3255;0
USDCB;D;230706;000000;89.545;89.545;89.545;89.545;0
USDCB;D;230707;000000;90.338;90.338;90.338;90.338;0
USDCB;D;230708;000000;92.5695;92.5695;92.5695;92.5695;0
USDCB;D;230709;000000;91.6879;91.6879;91.6879;91.6879;0
USDCB;D;230712;000000;91.4931;91.4931;91.4931;91.4931;0
USDCB;D;230713;000000;90.5045;90.5045;90.5045;90.5045;0
USDCB;D;230714;000000;90.6253;90.6253;90.6253;90.6253;0
USDCB;D;230715;000000;90.1757;90.1757;90.1757;90.1757;0
USDCB;D;230716;000000;90.119;90.119;90.119;90.119;0
USDCB;D;230719;000000;90.4217;90.4217;90.4217;90.4217;0
USDCB;D;230720;000000;90.6906;90.6906;90.6906;90.6906;0
USDCB;D;230721;000000;91.2046;91.2046;91.2046;91.2046;0
USDCB;D;230722;000000;90.8545;90.8545;90.8545;90.8545;0
USDCB;D;230723;000000;90.3846;90.3846;90.3846;90.3846;0
USDCB;D;230726;000000;90.489;90.489;90.489;90.489;0
USDCB;D;230727;000000;90.0945;90.0945;90.0945;90.0945;0
USDCB;D;230728;000000;90.0468;90.0468;90.0468;90.0468;0
USDCB;D;230729;000000;90.0225;90.0225;90.0225;90.0225;0
USDCB;D;230730;000000;90.9783;90.9783;90.9783;90.9783;0
USDCB;D;230802;000000;91.5923;91.5923;91.5923;91.5923;0
USDCB;D;230803;000000;91.7755;91.7755;91.7755;91.7755;0
USDCB;D;230804;000000;92.841;92.841;92.841;92.841;0
USDCB;D;230805;000000;93.7792;93.7792;93.7792;93.7792;0
USDCB;D;230806;000000;94.8076;94.8076;94.8076;94.8076;0
USDCB;D;230809;000000;96.5668;96.5668;96.5668;96.5668;0
USDCB;D;230810;000000;96.0755;96.0755;96.0755;96.0755;0
USDCB;D;230811;000000;97.3999;97.3999;97.3999;97.3999;0
USDCB;D;230812;000000;97.2794;97.2794;97.2794;97.2794;0
USDCB;D;230813;000000;98.2066;98.2066;98.2066;98.2066;0
USDCB;D;230816;000000;101.0399;101.0399;101.0399;101.0399;0
USDCB;D;230817;000000;97.4217;97.4217;97.4217;97.4217;0
USDCB;D;230818;000000;96.7045;96.7045;96.7045;96.7045;0
USDCB;D;230819;000000;93.746;93.746;93.746;93.746;0
USDCB;D;230820;000000;93.4047;93.4047;93.4047;93.4047;0
USDCB;D;230823;000000;94.1424;94.1424;94.1424;94.1424;0
USDCB;D;230824;000000;94.1185;94.1185;94.1185;94.1185;0
USDCB;D;230825;000000;94.4421;94.4421;94.4421;94.4421;0
USDCB;D;230826;000000;94.4007;94.4007;94.4007;94.4007;0
USDCB;D;230827;000000;94.7117;94.7117;94.7117;94.7117;0
USDCB;D;230830;000000;95.4717;95.4717;95.4717;95.4717;0
USDCB;D;230831;000000;95.707;95.707;95.707;95.707;0
USDCB;D;230901;000000;95.9283;95.9283;95.9283;95.9283;0
USDCB;D;230902;000000;96.3344;96.3344;96.3344;96.3344;0
USDCB;D;230903;000000;96.3411;96.3411;96.3411;96.3411;0
USDCB;D;230906;000000;96.6199;96.6199;96.6199;96.6199;0
USDCB;D;230907;000000;97.5383;97.5383;97.5383;97.5383;0
USDCB;D;230908;000000;97.8439;97.8439;97.8439;97.8439;0
USDCB;D;230909;000000;98.1961;98.1961;98.1961;98.1961;0
USDCB;D;230910;000000;97.9241;97.9241;97.9241;97.9241;0
USDCB;D;230913;000000;96.5083;96.5083;96.5083;96.5083;0
USDCB;D;230914;000000;94.7035;94.7035;94.7035;94.7035;0
USDCB;D;230915;000000;95.9794;95.9794;95.9794;95.9794;0
USDCB;D;230916;000000;96.1609;96.1609;96.1609;96.1609;0
USDCB;D;230917;000000;96.6338;96.6338;96.6338;96.6338;0
USDCB;D;230920;000000;96.6472;96.6472;96.6472;96.6472;0
USDCB;D;230921;000000;96.2236;96.2236;96.2236;96.2236;0
USDCB;D;230922;000000;96.6172;96.6172;96.6172;96.6172;0
USDCB;D;230923;000000;96.0762;96.0762;96.0762;96.0762;0
USDCB;D;230924;000000;96.0419;96.0419;96.0419;96.0419;0
USDCB;D;230927;000000;96.1456;96.1456;96.1456;96.1456;0
USDCB;D;230928;000000;96.2378;96.2378;96.2378;96.2378;0
USDCB;D;230929;000000;96.5;96.5;96.5;96.5;0
USDCB;D;230930;000000;97.0018;97.0018;97.0018;97.0018;0
USDCB;D;231001;000000;97.4147;97.4147;97.4147;97.4147;0
USDCB;D;231004;000000;98.4785;98.4785;98.4785;98.4785;0
USDCB;D;231005;000000;99.2677;99.2677;99.2677;99.2677;0
USDCB;D;231006;000000;99.4555;99.4555;99.4555;99.4555;0
USDCB;D;231007;000000;99.6762;99.6762;99.6762;99.6762;0
USDCB;D;231008;000000;100.4911;100.4911;100.4911;100.4911;0
USDCB;D;231011;000000;101.3598;101.3598;101.3598;101.3598;0
USDCB;D;231012;000000;99.9349;99.9349;99.9349;99.9349;0
USDCB;D;231013;000000;99.9808;99.9808;99.9808;99.9808;0
USDCB;D;231014;000000;96.9948;96.9948;96.9948;96.9948;0
USDCB;D;231015;000000;97.3075;97.3075;97.3075;97.3075;0
USDCB;D;231018;000000;97.2865;97.2865;97.2865;97.2865;0
USDCB;D;231019;000000;97.3458;97.3458;97.3458;97.3458;0
USDCB;D;231020;000000;97.3724;97.3724;97.3724;97.3724;0
USDCB;D;231021;000000;97.3074;97.3074;97.3074;97.3074;0
USDCB;D;231022;000000;95.9053;95.9053;95.9053;95.9053;0
USDCB;D;231025;000000;94.7081;94.7081;94.7081;94.7081;0
USDCB;D;231026;000000;93.5224;93.5224;93.5224;93.5224;0
USDCB;D;231027;000000;93.1507;93.1507;93.1507;93.1507;0
USDCB;D;231028;000000;93.5616;93.5616;93.5616;93.5616;0
USDCB;D;231029;000000;93.2174;93.2174;93.2174;93.2174;0
USDCB;D;231101;000000;93.2435;93.2435;93.2435;93.2435;0
USDCB;D;231102;000000;92.0226;92.0226;92.0226;92.0226;0
USDCB;D;231103;000000;93.2801;93.2801;93.2801;93.2801;0
USDCB;D;231104;000000;93.173;93.173;93.173;93.173;0
USDCB;D;231105;000000;93.0351;93.0351;93.0351;93.0351;0
USDCB;D;231109;000000;92.4151;92.4151;92.4151;92.4151;0
USDCB;D;231110;000000;92.1973;92.1973;92.1973;92.1973;0
USDCB;D;231111;000000;91.9266;91.9266;91.9266;91.9266;0
USDCB;D;231112;000000;92.0535;92.0535;92.0535;92.0535;0
USDCB;D;231115;000000;92.1185;92.1185;92.1185;92.1185;0
USDCB;D;231116;000000;91.257;91.257;91.257;91.257;0
USDCB;D;231117;000000;89.4565;89.4565;89.4565;89.4565;0
USDCB;D;231118;000000;88.9466;88.9466;88.9466;88.9466;0
USDCB;D;231119;000000;89.1237;89.1237;89.1237;89.1237;0
USDCB;D;231122;000000;88.4954;88.4954;88.4954;88.4954;0
USDCB;D;231123;000000;87.8701;87.8701;87.8701;87.8701;0
USDCB;D;231124;000000;88.1648;88.1648;88.1648;88.1648;0
USDCB;D;231125;000000;88.1206;88.1206;88.1206;88.1206;0
USDCB;D;231126;000000;88.8133;88.8133;88.8133;88.8133;0
USDCB;D;231129;000000;88.7045;88.7045;88.7045;88.7045;0
USDCB;D;231130;000000;88.6102;88.6102;88.6102;88.6102;0
USDCB;D;231201;000000;88.8841;88.8841;88.8841;88.8841;0
USDCB;D;231202;000000;88.5819;88.5819;88.5819;88.5819;0
USDCB;D;231203;000000;89.7619;89.7619;89.7619;89.7619;0
USDCB;D;231206;000000;90.6728;90.6728;90.6728;90.6728;0
USDCB;D;231207;000000;91.5823;91.5823;91.5823;91.5823;0
USDCB;D;231208;000000;92.7826;92.7826;92.7826;92.7826;0
USDCB;D;231209;000000;92.5654;92.5654;92.5654;92.5654;0
USDCB;D;231210;000000;91.6402;91.6402;91.6402;91.6402;0
USDCB;D;231213;000000;90.9846;90.9846;90.9846;90.9846;0
USDCB;D;231214;000000;90.2158;90.2158;90.2158;90.2158;0
USDCB;D;231215;000000;89.8926;89.8926;89.8926;89.8926;0
USDCB;D;231216;000000;89.6741;89.6741;89.6741;89.6741;0
USDCB;D;231217;000000;89.6966;89.6966;89.6966;89.6966;0
USDCB;D;231220;000000;90.4162;90.4162;90.4162;90.4162;0
USDCB;D;231221;000000;90.087;90.087;90.087;90.087;0
USDCB;D;231222;000000;90.4056;90.4056;90.4056;90.4056;0
USDCB;D;231223;000000;91.7062;91.7062;91.7062;91.7062;0
USDCB;D;231224;000000;91.9389;91.9389;91.9389;91.9389;0
USDCB;D;231227;000000;91.969;91.969;91.969;91.969;0
USDCB;D;231228;000000;91.7069;91.7069;91.7069;91.7069;0
USDCB;D;231229;000000;91.7051;91.7051;91.7051;91.7051;0
USDCB;D;231230;000000;90.3041;90.3041;90.3041;90.3041;0
USDCB;D;231231;000000;89.6883;89.6883;89.6883;89.6883;0
USDCB;D;240111;000000;90.404;90.404;90.404;90.404;0
USDCB;D;240112;000000;89.3939;89.3939;89.3939;89.3939;0
USDCB;D;240113;000000;88.7818;88.7818;88.7818;88.7818;0
USDCB;D;240114;000000;88.1324;88.1324;88.1324;88.1324;0
USDCB;D;240117;000000;87.6772;87.6772;87.6772;87.6772;0
USDCB;D;240118;000000;87.6457;87.6457;87.6457;87.6457;0
USDCB;D;240119;000000;88.354;88.354;88.354;88.354;0
USDCB;D;240120;000000;88.661;88.661;88.661;88.661;0
USDCB;D;240121;000000;88.5896;88.5896;88.5896;88.5896;0
USDCB;D;240124;000000;87.9724;87.9724;87.9724;87.9724;0
USDCB;D;240125;000000;87.9199;87.9199;87.9199;87.9199;0
USDCB;D;240126;000000;88.2829;88.2829;88.2829;88.2829;0
USDCB;D;240127;000000;88.6562;88.6562;88.6562;88.6562;0
USDCB;D;240128;000000;89.5159;89.5159;89.5159;89.5159;0
USDCB;D;240131;000000;89.609;89.609;89.609;89.609;0
USDCB;D;240201;000000;89.2887;89.2887;89.2887;89.2887;0
USDCB;D;240202;000000;89.6678;89.6678;89.6678;89.6678;0
USDCB;D;240203;000000;90.2299;90.2299;90.2299;90.2299;0
USDCB;D;240204;000000;90.6626;90.6626;90.6626;90.6626;0
USDCB;D;240207;000000;91.2434;91.2434;91.2434;91.2434;0
USDCB;D;240208;000000;90.6842;90.6842;90.6842;90.6842;0
USDCB;D;240209;000000;91.1514;91.1514;91.1514;91.1514;0
USDCB;D;240210;000000;91.2561;91.2561;91.2561;91.2561;0
USDCB;D;240211;000000;90.8901;90.8901;90.8901;90.8901;0
USDCB;D;240214;000000;91.0758;91.0758;91.0758;91.0758;0
USDCB;D;240215;000000;91.2057;91.2057;91.2057;91.2057;0
USDCB;D;240216;000000;91.4316;91.4316;91.4316;91.4316;0
USDCB;D;240217;000000;91.8237;91.8237;91.8237;91.8237;0
USDCB;D;240218;000000;92.5492;92.5492;92.5492;92.5492;0
USDCB;D;240221;000000;92.4102;92.4102;92.4102;92.4102;0
USDCB;D;240222;000000;92.349;92.349;92.349;92.349;0
USDCB;D;240223;000000;92.4387;92.4387;92.4387;92.4387;0
USDCB;D;240224;000000;92.7519;92.7519;92.7519;92.7519;0
USDCB;D;240228;000000;92.6321;92.6321;92.6321;92.6321;0
USDCB;D;240229;000000;92.0425;92.0425;92.0425;92.0425;0
USDCB;D;240301;000000;91.8692;91.8692;91.8692;91.8692;0
USDCB;D;240302;000000;90.8423;90.8423;90.8423;90.8423;0
USDCB;D;240303;000000;91.3336;91.3336;91.3336;91.3336;0
USDCB;D;240306;000000;91.3534;91.3534;91.3534;91.3534;0
USDCB;D;240307;000000;91.1604;91.1604;91.1604;91.1604;0
USDCB;D;240308;000000;90.3412;90.3412;90.3412;90.3412;0
USDCB;D;240309;000000;90.7493;90.7493;90.7493;90.7493;0
USDCB;D;240313;000000;90.6252;90.6252;90.6252;90.6252;0
USDCB;D;240314;000000;90.8818;90.8818;90.8818;90.8818;0
USDCB;D;240315;000000;91.5449;91.5449;91.5449;91.5449;0
USDCB;D;240316;000000;91.6359;91.6359;91.6359;91.6359;0
USDCB;D;240317;000000;91.87;91.87;91.87;91.87;0
USDCB;D;240320;000000;91.9829;91.9829;91.9829;91.9829;0
USDCB;D;240321;000000;92.2243;92.2243;92.2243;92.2243;0
USDCB;D;240322;000000;92.6861;92.6861;92.6861;92.6861;0
USDCB;D;240323;000000;91.9499;91.9499;91.9499;91.9499;0
USDCB;D;240324;000000;92.6118;92.6118;92.6118;92.6118;0
USDCB;D;240327;000000;92.7761;92.7761;92.7761;92.7761;0
USDCB;D;240328;000000;92.5745;92.5745;92.5745;92.5745;0
USDCB;D;240329;000000;92.5919;92.5919;92.5919;92.5919;0
USDCB;D;240330;000000;92.2628;92.2628;92.2628;92.2628;0
USDCB;D;240331;000000;92.366;92.366;92.366;92.366;0
USDCB;D;240403;000000;92.2914;92.2914;92.2914;92.2914;0
USDCB;D;240404;000000;92.5254;92.5254;92.5254;92.5254;0
USDCB;D;240405;000000;92.3892;92.3892;92.3892;92.3892;0
USDCB;D;240406;000000;92.3058;92.3058;92.3058;92.3058;0
USDCB;D;240407;000000;92.4155;92.4155;92.4155;92.4155;0
USDCB;D;240410;000000;92.581;92.581;92.581;92.581;0
USDCB;D;240411;000000;92.7463;92.7463;92.7463;92.7463;0
USDCB;D;240412;000000;93.2198;93.2198;93.2198;93.2198;0
USDCB;D;240413;000000;93.7196;93.7196;93.7196;93.7196;0
USDCB;D;240414;000000;93.4419;93.4419;93.4419;93.4419;0
USDCB;D;240417;000000;93.5891;93.5891;93.5891;93.5891;0
USDCB;D;240418;000000;94.0742;94.0742;94.0742;94.0742;0
USDCB;D;240419;000000;94.3242;94.3242;94.3242;94.3242;0
USDCB;D;240420;000000;94.0922;94.0922;94.0922;94.0922;0
USDCB;D;240421;000000;93.4409;93.4409;93.4409;93.4409;0
USDCB;D;240424;000000;93.2519;93.2519;93.2519;93.2519;0
USDCB;D;240425;000000;93.2918;93.2918;93.2918;93.2918;0
USDCB;D;240426;000000;92.5058;92.5058;92.5058;92.5058;0
USDCB;D;240427;000000;92.1314;92.1314;92.1314;92.1314;0
USDCB;D;240428;000000;92.0134;92.0134;92.0134;92.0134;0
USDCB;D;240429;000000;91.7791;91.7791;91.7791;91.7791;0
USDCB;D;240504;000000;92.0538;92.0538;92.0538;92.0538;0
USDCB;D;240505;000000;91.6918;91.6918;91.6918;91.6918;0
USDCB;D;240508;000000;91.3124;91.3124;91.3124;91.3124;0
USDCB;D;240509;000000;91.1231;91.1231;91.1231;91.1231;0
USDCB;D;240510;000000;91.8239;91.8239;91.8239;91.8239;0
USDCB;D;240515;000000;91.633;91.633;91.633;91.633;0
USDCB;D;240516;000000;91.3591;91.3591;91.3591;91.3591;0
USDCB;D;240517;000000;91.2573;91.2573;91.2573;91.2573;0
USDCB;D;240518;000000;90.9239;90.9239;90.9239;90.9239;0
USDCB;D;240519;000000;90.9873;90.9873;90.9873;90.9873;0
USDCB;D;240522;000000;90.6537;90.6537;90.6537;90.6537;0
USDCB;D;240523;000000;90.4082;90.4082;90.4082;90.4082;0
USDCB;D;240524;000000;90.1887;90.1887;90.1887;90.1887;0
USDCB;D;240525;000000;90.2486;90.2486;90.2486;90.2486;0
USDCB;D;240526;000000;89.7026;89.7026;89.7026;89.7026;0
USDCB;D;240529;000000;88.6852;88.6852;88.6852;88.6852;0
USDCB;D;240530;000000;88.4375;88.4375;88.4375;88.4375;0
USDCB;D;240531;000000;89.2589;89.2589;89.2589;89.2589;0
USDCB;D;240601;000000;89.7869;89.7869;89.7869;89.7869;0
USDCB;D;240602;000000;90.1915;90.1915;90.1915;90.1915;0
USDCB;D;240605;000000;89.3755;89.3755;89.3755;89.3755;0
USDCB;D;240606;000000;88.7574;88.7574;88.7574;88.7574;0
USDCB;D;240607;000000;88.7436;88.7436;88.7436;88.7436;0
USDCB;D;240608;000000;88.7604;88.7604;88.7604;88.7604;0
USDCB;D;240609;000000;88.7606;88.7606;88.7606;88.7606;0
