<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDCB;D;210424;000000;76.4217;76.4217;76.4217;76.4217;0
USDCB;D;210425;000000;75.0893;75.0893;75.0893;75.0893;0
USDCB;D;210428;000000;74.768;74.768;74.768;74.768;0
USDCB;D;210429;000000;74.9578;74.9578;74.9578;74.9578;0
USDCB;D;210430;000000;74.939;74.939;74.939;74.939;0
USDCB;D;210501;000000;74.3823;74.3823;74.3823;74.3823;0
USDCB;D;210502;000000;74.8451;74.8451;74.8451;74.8451;0
USDCB;D;210506;000000;75.2567;75.2567;75.2567;75.2567;0
USDCB;D;210507;000000;74.8617;74.8617;74.8617;74.8617;0
USDCB;D;210508;000000;74.577;74.577;74.577;74.577;0
USDCB;D;210509;000000;74.1373;74.1373;74.1373;74.1373;0
USDCB;D;210513;000000;74.1567;74.1567;74.1567;74.1567;0
USDCB;D;210514;000000;74.04;74.04;74.04;74.04;0
USDCB;D;210515;000000;74.3566;74.3566;74.3566;74.3566;0
USDCB;D;210516;000000;73.9968;73.9968;73.9968;73.9968;0
USDCB;D;210519;000000;73.8537;73.8537;73.8537;73.8537;0
USDCB;D;210520;000000;73.6992;73.6992;73.6992;73.6992;0
USDCB;D;210521;000000;73.6778;73.6778;73.6778;73.6778;0
USDCB;D;210522;000000;73.6007;73.6007;73.6007;73.6007;0
USDCB;D;210523;000000;73.5803;73.5803;73.5803;73.5803;0
USDCB;D;210526;000000;73.5266;73.5266;73.5266;73.5266;0
USDCB;D;210527;000000;73.3963;73.3963;73.3963;73.3963;0
USDCB;D;210528;000000;73.4737;73.4737;73.4737;73.4737;0
USDCB;D;210529;000000;73.458;73.458;73.458;73.458;0
USDCB;D;210530;000000;73.587;73.587;73.587;73.587;0
USDCB;D;210602;000000;73.2965;73.2965;73.2965;73.2965;0
USDCB;D;210603;000000;73.2411;73.2411;73.2411;73.2411;0
USDCB;D;210604;000000;73.4979;73.4979;73.4979;73.4979;0
USDCB;D;210605;000000;73.2636;73.2636;73.2636;73.2636;0
USDCB;D;210606;000000;73.2721;73.2721;73.2721;73.2721;0
USDCB;D;210609;000000;72.9294;72.9294;72.9294;72.9294;0
USDCB;D;210610;000000;72.8256;72.8256;72.8256;72.8256;0
USDCB;D;210611;000000;72.0829;72.0829;72.0829;72.0829;0
USDCB;D;210612;000000;72.1974;72.1974;72.1974;72.1974;0
USDCB;D;210613;000000;71.6797;71.6797;71.6797;71.6797;0
USDCB;D;210617;000000;71.8318;71.8318;71.8318;71.8318;0
USDCB;D;210618;000000;72.0323;72.0323;72.0323;72.0323;0
USDCB;D;210619;000000;72.5048;72.5048;72.5048;72.5048;0
USDCB;D;210620;000000;72.2216;72.2216;72.2216;72.2216;0
USDCB;D;210623;000000;73.1987;73.1987;73.1987;73.1987;0
USDCB;D;210624;000000;73.1661;73.1661;73.1661;73.1661;0
USDCB;D;210625;000000;72.6671;72.6671;72.6671;72.6671;0
USDCB;D;210626;000000;72.326;72.326;72.326;72.326;0
USDCB;D;210627;000000;72.1694;72.1694;72.1694;72.1694;0
USDCB;D;210630;000000;72.1777;72.1777;72.1777;72.1777;0
USDCB;D;210701;000000;72.3723;72.3723;72.3723;72.3723;0
USDCB;D;210702;000000;72.7234;72.7234;72.7234;72.7234;0
